iter	Logloss
360	0.4752900391
361	0.4752301025
362	0.475125061
363	0.4750516357
364	0.4749894714
365	0.4749034729
366	0.4748405762
367	0.4747394409
368	0.474663147
369	0.4745527039
370	0.474455719
371	0.4743758545
372	0.4742907104
373	0.4742287903
374	0.4741216736
375	0.4740461426
376	0.4739451904
377	0.4738387146
378	0.4737603149
379	0.4736932983
380	0.4735672913
381	0.473482605
382	0.4734152222
383	0.4733162231
384	0.4732218323
385	0.4731409302
386	0.4730456543
387	0.4729651184
388	0.4728857727
389	0.4728178711
390	0.4727220459
391	0.4726264954
392	0.4725237122
393	0.4724408875
394	0.4722943726
395	0.4721688843
396	0.4721109009
397	0.4720693054
398	0.4719896545
399	0.4719063721
400	0.4718451538
401	0.4717747192
402	0.4716884766
403	0.471616272
404	0.4715578918
405	0.4714477844
406	0.4713622437
407	0.4712700195
408	0.4711724548
409	0.4711164246
410	0.4710447998
411	0.4709758301
412	0.4708835449
413	0.4708248901
414	0.4707789307
415	0.4706672363
416	0.4706080933
417	0.4705144653
418	0.4705047913
419	0.4704440308
420	0.4703678589
421	0.4703017578
422	0.4702036743
423	0.4701604614
424	0.4700917969
425	0.4700228882
426	0.4699857178
427	0.4699133301
428	0.4698329468
429	0.4697287903
430	0.4696229858
431	0.4695296936
432	0.4694585266
433	0.4694036865
434	0.4693433838
435	0.469265564
436	0.4691877441
437	0.4691085205
438	0.4689937744
439	0.4689316406
440	0.4688411255
441	0.4687622375
442	0.4686838684
443	0.4686229248
444	0.4685354919
445	0.4684639893
446	0.4683992615
447	0.4683372803
448	0.468270813
449	0.4682151489
450	0.4681334229
451	0.4680716553
452	0.4679517822
453	0.4678482361
454	0.4677567139
455	0.4676719055
456	0.4675848389
457	0.4675136719
458	0.4674310913
459	0.4673206177
460	0.4672209778
461	0.4671408081
462	0.4670568542
463	0.4669934387
464	0.4669179688
465	0.4668447266
466	0.4667487793
467	0.4666786499
468	0.4665932922
469	0.4665020142
470	0.466437439
471	0.4663953247
472	0.4663099976
473	0.4662102966
474	0.4661395874
475	0.4660388794
476	0.4659585571
477	0.465854248
478	0.4657887573
479	0.4657210388
480	0.4656081238
481	0.4655755615
482	0.4654871216
483	0.465395813
484	0.4652907715
485	0.4652230225
486	0.4652095642
487	0.4651430054
488	0.465104248
489	0.4650232544
490	0.4649507446
491	0.464848938
492	0.4647879028
493	0.4646625366
494	0.4645990295
495	0.4645183716
496	0.4644289246
497	0.464319458
498	0.464276947
499	0.4642009277
500	0.4641000366
501	0.4640102234
502	0.4639399109
503	0.4638482666
504	0.4637440796
505	0.4636490479
506	0.4635391846
507	0.4634546814
508	0.4633921509
509	0.4633209839
510	0.463239502
511	0.4631280518
512	0.4630312805
513	0.4629259033
514	0.4628400879
515	0.4627789612
516	0.4626861877
517	0.4625944824
518	0.4624953308
519	0.4624437256
520	0.4623876038
521	0.4622849731
522	0.4621893921
523	0.4621268921
524	0.4620479126
525	0.4619529114
526	0.4618480225
527	0.4617745667
528	0.4617033081
529	0.4616547852
530	0.4615847168
531	0.4614835205
532	0.4613952637
533	0.4613033752
534	0.461239563
535	0.4611790771
536	0.4611116943
537	0.4610117798
538	0.4609508362
539	0.4608888245
540	0.4608436279
541	0.4607546387
542	0.4606860962
543	0.4606275635
544	0.460510498
545	0.4604546509
546	0.4603736572
547	0.4603081055
548	0.4602403259
549	0.4601764526
550	0.4601351318
551	0.4600793152
552	0.4600009766
553	0.4599160767
554	0.4598436279
555	0.45975354
556	0.4596809387
557	0.4595769653
558	0.4594888306
559	0.4593869934
560	0.4593332214
561	0.4592411804
562	0.4591481934
563	0.4590895691
564	0.4590221558
565	0.4589364319
566	0.4588588257
567	0.4587969971
568	0.4587054443
569	0.4586095886
570	0.458521698
571	0.4584580688
572	0.4583583069
573	0.4582666016
574	0.458175415
575	0.4580951843
576	0.4579902344
577	0.457920105
578	0.4578626709
579	0.4578006897
580	0.4576803894
581	0.4576029358
582	0.4575401917
583	0.4574379578
584	0.4573627014
585	0.4573144226
586	0.4572485352
587	0.4571488342
588	0.4570325928
589	0.4569484558
590	0.4568582153
591	0.4567647095
592	0.4567054749
593	0.4566266479
594	0.4565184326
595	0.4564180908
596	0.4563564148
597	0.4562738037
598	0.4561998596
599	0.4561309814
600	0.4560222473
601	0.4559724121
602	0.4559089966
603	0.4558388977
604	0.4557349854
605	0.4556450195
606	0.4555511169
607	0.455451416
608	0.4553756104
609	0.4552985229
610	0.4552490234
611	0.4551743164
612	0.4550909424
613	0.4550167542
614	0.4549433899
615	0.4548256836
616	0.4547451172
617	0.4546283569
618	0.4545637817
619	0.4544882202
620	0.4544193726
621	0.4543693237
622	0.4543094482
623	0.4542662659
624	0.4542283936
625	0.454120697
626	0.4540388794
627	0.4539703369
628	0.4539131165
629	0.4538340149
630	0.4537419128
631	0.4536661682
632	0.4535854492
633	0.4535283813
634	0.4534821167
635	0.4534224243
636	0.4533491211
637	0.4532845459
638	0.4531972046
639	0.4531100464
640	0.4530584717
641	0.4530193787
642	0.4529658508
643	0.4528806152
644	0.4528180542
645	0.4527194519
646	0.4526524048
647	0.452552887
648	0.4524654541
649	0.4523887329
650	0.4523182678
651	0.4522463989
652	0.4521872559
653	0.4521255188
654	0.4520408325
655	0.4519707031
656	0.4518947754
657	0.4518537903
658	0.4517910767
659	0.4516972046
660	0.4516519165
661	0.4515402527
662	0.4514804993
663	0.451433075
664	0.4513570557
665	0.4512938538
666	0.4512493591
667	0.451190918
668	0.4511593018
669	0.4510931091
670	0.451019043
671	0.4509364929
672	0.4508567505
673	0.4507870483
674	0.4507057495
675	0.4506734619
676	0.4505950623
677	0.4505213928
678	0.4504785767
679	0.4503964539
680	0.4503473511
681	0.4502606201
682	0.4501716309
683	0.4501034546
684	0.4500335999
685	0.4499390259
686	0.4498495178
687	0.4497707825
688	0.4496986694
689	0.4496487427
690	0.4495847778
691	0.4495210266
692	0.4494351196
693	0.4493314819
694	0.4492393188
695	0.44915448
696	0.4491017456
697	0.4490380554
698	0.4489770203
699	0.4488969727
700	0.448833374
701	0.4487776489
702	0.4487178955
703	0.4486209106
704	0.4485300293
705	0.4484650269
706	0.4483969116
707	0.4483110046
708	0.4482557983
709	0.4481980286
710	0.4481325684
711	0.4480665283
712	0.4480032349
713	0.4479142151
714	0.4478588257
715	0.4477894897
716	0.4476891785
717	0.4476046143
718	0.4475474854
719	0.4474697876
720	0.4474367065
721	0.4473317261
722	0.4472589722
723	0.4471278687
724	0.4470527954
725	0.4469897461
726	0.4469247437
727	0.4468766479
728	0.4467805176
729	0.4467175903
730	0.4466679687
731	0.4466140747
732	0.4465305176
733	0.4464903564
734	0.4463960571
735	0.4463341675
736	0.4462388611
737	0.4461744385
738	0.4461054993
739	0.4460634155
740	0.4459571533
741	0.4458913574
742	0.4458416748
743	0.4457791138
744	0.4457003784
745	0.4456228638
746	0.445526062
747	0.4454697266
748	0.4454042358
749	0.4453434143
750	0.4452775269
751	0.4452029419
752	0.4451271362
753	0.4450946045
754	0.4450072021
755	0.4449129639
756	0.4448442383
757	0.444771759
758	0.4446859741
759	0.4446139526
760	0.4445344543
761	0.4444943237
762	0.4444381104
763	0.4443208313
764	0.4442062988
765	0.4441193848
766	0.4440722656
767	0.4439728394
768	0.4438868713
769	0.443806366
770	0.4437380371
771	0.4437122803
772	0.4436072693
773	0.4435223694
774	0.4434311523
775	0.4433527832
776	0.4432982483
777	0.4432423706
778	0.4431638184
779	0.4430877686
780	0.4430262451
781	0.4429488525
782	0.4428989258
783	0.4428429871
784	0.4427667236
785	0.4426559753
786	0.4425983887
787	0.4425481567
788	0.4424697876
789	0.4423821411
790	0.4423194275
791	0.4422507019
792	0.4421746826
793	0.4420960693
794	0.4420242615
795	0.4419318237
796	0.4418377991
797	0.4417706299
798	0.4416862183
799	0.4416314392
800	0.441546936
801	0.4414615479
802	0.4413901978
803	0.4413260498
804	0.4412298584
805	0.4411656494
806	0.4410848389
807	0.4410197144
808	0.440929657
809	0.4408849487
810	0.4408487854
811	0.4407951355
812	0.44073526
813	0.4406618652
814	0.4405717773
815	0.4405040894
816	0.4404238586
817	0.4403530884
818	0.4402895203
819	0.4402052307
820	0.4401124268
821	0.4400220642
822	0.4399641113
823	0.439861084
824	0.4398294983
825	0.4397744751
826	0.4397051392
827	0.4396289368
828	0.4395505066
829	0.4394759216
830	0.4393821411
831	0.4393089294
832	0.4392232361
833	0.4391169434
834	0.4390110779
835	0.4389653931
836	0.4388937988
837	0.4388254395
838	0.4387640991
839	0.4386724548
840	0.4386127319
841	0.4385361633
842	0.4384796753
843	0.438399231
844	0.4383435669
845	0.4382799377
846	0.4382211914
847	0.4381747131
848	0.4381180725
849	0.4380587769
850	0.43797229
851	0.4378861084
852	0.4377940063
853	0.4377389526
854	0.4376391296
855	0.4375770874
856	0.437477417
857	0.4374407349
858	0.4373798828
859	0.4373121033
860	0.4372216187
861	0.4371431274
862	0.4370770264
863	0.4370373535
864	0.4369660034
865	0.4369042053
866	0.4368310242
867	0.4367748718
868	0.4367044678
869	0.4366091003
870	0.4365435791
871	0.4364870605
872	0.4364356689
873	0.4363711548
874	0.4363128662
875	0.436237854
876	0.4361925049
877	0.4361113281
878	0.4360089722
879	0.4359379272
880	0.4358460693
881	0.4357438354
882	0.4356329346
883	0.4355574646
884	0.4354962769
885	0.4354241028
886	0.4353559265
887	0.4352907715
888	0.4352383118
889	0.4351682434
890	0.4350535278
891	0.4349845581
892	0.4348953552
893	0.4348100586
894	0.434739563
895	0.4346938171
896	0.4346163635
897	0.4345498047
898	0.4344354248
899	0.4343735352
900	0.4342773437
901	0.4342268066
902	0.4341408386
903	0.4340732422
904	0.4339998779
905	0.4339329224
906	0.433846283
907	0.4337788086
908	0.4336759338
909	0.433625
910	0.4335431519
911	0.4334717407
912	0.4334168091
913	0.4333466187
914	0.4332319031
915	0.4331434021
916	0.4330697021
917	0.4329796448
918	0.4328814697
919	0.4328076172
920	0.4327072754
921	0.432647644
922	0.4325722046
923	0.4324942627
924	0.4324015808
925	0.4323155212
926	0.4322333984
927	0.432183136
928	0.4321273499
929	0.432050293
930	0.4320072021
931	0.4319267883
932	0.4318375244
933	0.4317914429
934	0.4317462769
935	0.4316696167
936	0.4316022339
937	0.4315231628
938	0.4314761963
939	0.4314069519
940	0.4313314209
941	0.4312506104
942	0.4311611023
943	0.4311025391
944	0.4310506592
945	0.4310125732
946	0.4309161377
947	0.4308516541
948	0.4307949829
949	0.4307438965
950	0.4306834717
951	0.4305754395
952	0.4305136108
953	0.4304515381
954	0.4303888245
955	0.4303170471
956	0.4302432861
957	0.4301750488
958	0.4300610657
959	0.4299671326
960	0.4298997192
961	0.4298352661
962	0.4297680054
963	0.4296992188
964	0.4296199951
965	0.4295301819
966	0.429455719
967	0.4293466187
968	0.4292767334
969	0.4291853638
970	0.429114563
971	0.4290334167
972	0.4289374695
973	0.4288603821
974	0.4287597656
975	0.4286937866
976	0.4286175537
977	0.4285698242
978	0.4284969482
979	0.4284174805
980	0.4283484497
981	0.4282620544
982	0.4281819153
983	0.4280957031
984	0.4280124817
985	0.4279231873
986	0.4278484497
987	0.4277686768
988	0.4276730957
989	0.427617157
990	0.4275453491
991	0.4274666138
992	0.4274117432
993	0.4273368835
994	0.4272783813
995	0.4272198181
996	0.4271392212
997	0.4270706177
998	0.4270154419
999	0.426970459
