iter	Logloss
361	0.4305271096
362	0.4302821858
363	0.430127779
364	0.4299584509
365	0.4298255175
366	0.4296110168
367	0.4294365627
368	0.4292373923
369	0.429094944
370	0.428926482
371	0.4287885509
372	0.428707665
373	0.4285862485
374	0.4284271211
375	0.4282236851
376	0.4280313766
377	0.4277934979
378	0.4275996539
379	0.4274005602
380	0.4272211675
381	0.427011285
382	0.4269138761
383	0.4267223364
384	0.4265769641
385	0.4264139906
386	0.4261636169
387	0.4259416861
388	0.4258041748
389	0.4255762776
390	0.425388275
391	0.4251444166
392	0.4250545093
393	0.4248678347
394	0.4246804005
395	0.4244308527
396	0.4242757055
397	0.4240465139
398	0.423873682
399	0.4236875086
400	0.4235598355
401	0.423463048
402	0.4233281316
403	0.423214012
404	0.4230982147
405	0.4229333352
406	0.422728384
407	0.4225861783
408	0.4224903104
409	0.4223134137
410	0.422155405
411	0.4220031187
412	0.4218217135
413	0.4216186428
414	0.4214293078
415	0.4212518824
416	0.4210644706
417	0.4208883804
418	0.4207671741
419	0.4205962387
420	0.4203972298
421	0.4202024518
422	0.4200455982
423	0.4198048938
424	0.4196907127
425	0.4195636896
426	0.4194396837
427	0.4191959851
428	0.4190265635
429	0.4188556739
430	0.4186409926
431	0.4184760014
432	0.418278147
433	0.4180745993
434	0.4179335343
435	0.4178146586
436	0.4175701728
437	0.4174415442
438	0.417285301
439	0.4171306871
440	0.4169906166
441	0.4167960919
442	0.4166220663
443	0.4164965461
444	0.4163752226
445	0.4162143466
446	0.4160075324
447	0.415858638
448	0.4156385464
449	0.4155051018
450	0.4153134351
451	0.415094787
452	0.4148959832
453	0.4147259664
454	0.4145729503
455	0.414378961
456	0.414205921
457	0.4140505918
458	0.4138887673
459	0.4137004129
460	0.4135391754
461	0.4134173204
462	0.4132537766
463	0.4131479186
464	0.4130253532
465	0.4128446124
466	0.4126315248
467	0.4124646984
468	0.412321462
469	0.4121706266
470	0.411993652
471	0.4118386987
472	0.4116636105
473	0.4114498602
474	0.4112944829
475	0.411118778
476	0.4109318531
477	0.4107788147
478	0.4106774443
479	0.4104510262
480	0.4103492061
481	0.4101817541
482	0.4099959742
483	0.4098259404
484	0.4096532297
485	0.4094839153
486	0.4092920519
487	0.4091205132
488	0.408933865
489	0.4087517982
490	0.4084786663
491	0.4083217279
492	0.4081403904
493	0.4079757314
494	0.4078238535
495	0.4076255039
496	0.4074097661
497	0.4071640641
498	0.406959565
499	0.4067933176
500	0.4066657267
501	0.4064490032
502	0.4062378563
503	0.4060674068
504	0.4059712711
505	0.4058099782
506	0.4056276335
507	0.405374754
508	0.4052414287
509	0.4050542725
510	0.4047887993
511	0.4046294268
512	0.4044511852
513	0.4043629176
514	0.4041827823
515	0.4041011629
516	0.4039040875
517	0.4037349172
518	0.4036000494
519	0.4034736172
520	0.4033135684
521	0.4031348495
522	0.4029507626
523	0.4027788704
524	0.4026180575
525	0.4025326387
526	0.4023935149
527	0.4022337734
528	0.402032702
529	0.4018604192
530	0.4016544669
531	0.4015411748
532	0.4014790473
533	0.4013425509
534	0.4011813366
535	0.4010340929
536	0.4008750493
537	0.4006203123
538	0.4004299951
539	0.4002475619
540	0.4001365784
541	0.4000403513
542	0.3998626017
543	0.399614826
544	0.3994838742
545	0.3993241409
546	0.3991977669
547	0.399058833
548	0.3989273649
549	0.3987198251
550	0.3984960948
551	0.3983563453
552	0.398162731
553	0.3980291718
554	0.3978578694
555	0.3976619427
556	0.3974378234
557	0.3973389895
558	0.3971528103
559	0.3969381576
560	0.3967503954
561	0.3965368497
562	0.396409136
563	0.3962261557
564	0.3960997067
565	0.3959531123
566	0.3957872489
567	0.3956013872
568	0.3954727544
569	0.3953285313
570	0.3951218517
571	0.394945543
572	0.3947712839
573	0.3946553155
574	0.3944709397
575	0.3942671969
576	0.3940898937
577	0.3939259079
578	0.3937497486
579	0.3935363531
580	0.3934138752
581	0.3932938593
582	0.3930779969
583	0.3928017048
584	0.3926389893
585	0.3925334924
586	0.3923750007
587	0.3922533993
588	0.3921495141
589	0.3920042251
590	0.3918280818
591	0.3916243685
592	0.3914670421
593	0.3912986233
594	0.3911293231
595	0.3909087046
596	0.3907863558
597	0.3906616118
598	0.390518295
599	0.3904074077
600	0.390297728
601	0.390179661
602	0.3899889307
603	0.3898036619
604	0.3895410125
605	0.3893868184
606	0.389221332
607	0.388972098
608	0.3888600376
609	0.3886575188
610	0.3885100922
611	0.3884101419
612	0.3882875412
613	0.3881162149
614	0.3879605911
615	0.3878274906
616	0.3877507456
617	0.387587803
618	0.3874277094
619	0.387298569
620	0.3871786623
621	0.387094922
622	0.3869295645
623	0.3867709009
624	0.3866033436
625	0.3863818126
626	0.3862511864
627	0.3861080875
628	0.3859946452
629	0.3858490404
630	0.3856896519
631	0.385477894
632	0.3852619381
633	0.3850667739
634	0.3849572736
635	0.3848171445
636	0.3845975347
637	0.3844195
638	0.3842686014
639	0.3840555468
640	0.38388962
641	0.3837481997
642	0.3835814768
643	0.3834906886
644	0.3833230251
645	0.3831894056
646	0.3830140883
647	0.3829002732
648	0.3827652074
649	0.3825834661
650	0.3823333595
651	0.3820924499
652	0.3819606288
653	0.3818449315
654	0.3816649666
655	0.3816082507
656	0.3814176597
657	0.3812384942
658	0.3809983229
659	0.3807773464
660	0.3806838881
661	0.3805184278
662	0.3803679182
663	0.3802441434
664	0.38017965
665	0.3800507233
666	0.3799861568
667	0.3797791132
668	0.3795470741
669	0.3794059463
670	0.3792465628
671	0.3791402842
672	0.3789730993
673	0.3787766626
674	0.3785497235
675	0.3783854803
676	0.3782179846
677	0.3780580614
678	0.3778836172
679	0.3776844373
680	0.3775625497
681	0.3773677517
682	0.3772105306
683	0.3770834682
684	0.3768751189
685	0.3767216739
686	0.3765294512
687	0.376438419
688	0.3761948524
689	0.3760221828
690	0.3758907339
691	0.3757465588
692	0.3755965857
693	0.3754623362
694	0.3753016457
695	0.3751412364
696	0.3749529239
697	0.3747867185
698	0.374627933
699	0.3744935912
700	0.3743242817
701	0.3741499073
702	0.3739584584
703	0.3738511267
704	0.3737367326
705	0.3736430084
706	0.3735361759
707	0.3733377869
708	0.3731699416
709	0.3729575124
710	0.3728084582
711	0.3726692354
712	0.3724998772
713	0.3723183902
714	0.372126898
715	0.3719144494
716	0.3718075712
717	0.3716330885
718	0.3714607268
719	0.3712860743
720	0.3712122829
721	0.3711161342
722	0.3710044884
723	0.3708970929
724	0.3707763516
725	0.3706843759
726	0.370510707
727	0.3703308002
728	0.3702073634
729	0.3701236497
730	0.3699429488
731	0.3698505237
732	0.369705041
733	0.3695592277
734	0.3693721504
735	0.3691986961
736	0.3690314668
737	0.3688752006
738	0.3686904611
739	0.3685512574
740	0.3684347179
741	0.3681499218
742	0.3679599483
743	0.3677331336
744	0.3675408289
745	0.3674493937
746	0.3673347785
747	0.3671761894
748	0.3670238454
749	0.3668136537
750	0.3666185225
751	0.3665253954
752	0.3663678399
753	0.3661848174
754	0.366063152
755	0.3659723113
756	0.365767764
757	0.3656103071
758	0.3655004104
759	0.3653425727
760	0.3652141662
761	0.3650806403
762	0.3649641113
763	0.3648493784
764	0.3647711042
765	0.364677182
766	0.3645626832
767	0.3644022747
768	0.3642915611
769	0.3641642985
770	0.3640761222
771	0.363859695
772	0.3636741392
773	0.3635431633
774	0.3633278631
775	0.3632166408
776	0.3630325335
777	0.3628270607
778	0.362673649
779	0.3625555467
780	0.3624750534
781	0.3623172112
782	0.3621945376
783	0.3620296717
784	0.3618630179
785	0.3616787991
786	0.3614478389
787	0.3612945128
788	0.3612066281
789	0.3610173556
790	0.3608886878
791	0.3606449583
792	0.3605069242
793	0.360248064
794	0.3601455252
795	0.3599512215
796	0.3597828882
797	0.3595780162
798	0.3593563174
799	0.3592616458
800	0.35910663
801	0.3588972617
802	0.3587308359
803	0.3586167452
804	0.3584624574
805	0.3583017925
806	0.3581997138
807	0.3581011096
808	0.3579459271
809	0.3577679854
810	0.3576949951
811	0.3574451565
812	0.3572911502
813	0.3572182655
814	0.3570249011
815	0.3569274883
816	0.3567946008
817	0.3566534439
818	0.3565018876
819	0.356415794
820	0.3562492958
821	0.3561082168
822	0.3560136599
823	0.355901528
824	0.3557107769
825	0.3555130707
826	0.3553931286
827	0.3552402478
828	0.3550875677
829	0.3549644718
830	0.3548383067
831	0.3547131577
832	0.3545106862
833	0.3543161024
834	0.354185461
835	0.3540219858
836	0.3538973545
837	0.3537775351
838	0.3536554699
839	0.3535002406
840	0.3533834701
841	0.3533047031
842	0.3531912743
843	0.3530721593
844	0.3529009811
845	0.3527484595
846	0.3526169299
847	0.3524943295
848	0.3523833328
849	0.352268872
850	0.3522099278
851	0.3521497899
852	0.3520481427
853	0.3518799161
854	0.3517537709
855	0.3515883148
856	0.3514601257
857	0.351348603
858	0.351262542
859	0.3511741143
860	0.3509986365
861	0.3508554677
862	0.3507108763
863	0.3505760687
864	0.3504388415
865	0.3503036406
866	0.3500900041
867	0.3500032465
868	0.3498251743
869	0.3496010698
870	0.3494914202
871	0.349338067
872	0.3492691463
873	0.3490884396
874	0.3489359081
875	0.3488114351
876	0.3486240367
877	0.3485081299
878	0.3483384155
879	0.3482322886
880	0.3480902833
881	0.3479742783
882	0.347758457
883	0.3476250283
884	0.3475587504
885	0.3474329303
886	0.3472863071
887	0.3471683915
888	0.3470680841
889	0.3469038819
890	0.3467925893
891	0.3466508486
892	0.3465194318
893	0.3463503497
894	0.3462418492
895	0.3461274283
896	0.3459969682
897	0.3458779881
898	0.3457814513
899	0.3457140484
900	0.3455701145
901	0.3454589254
902	0.3453178072
903	0.3452196295
904	0.345131443
905	0.3449763106
906	0.3448109244
907	0.3447282358
908	0.3445773909
909	0.3444624609
910	0.3443357478
911	0.3441433453
912	0.3439692311
913	0.3438430553
914	0.3436916304
915	0.343568436
916	0.3434426667
917	0.3433592203
918	0.3432219552
919	0.3431043423
920	0.3429140457
921	0.3428371143
922	0.3426771259
923	0.3425636283
924	0.3423476872
925	0.3421866747
926	0.3420797971
927	0.341988088
928	0.3418450629
929	0.341716839
930	0.3415904856
931	0.3414572912
932	0.3413822604
933	0.3412225368
934	0.3410500387
935	0.3408601006
936	0.3406767106
937	0.3406093221
938	0.3404939773
939	0.3402971161
940	0.3402168963
941	0.3401192814
942	0.3400010983
943	0.3398327024
944	0.3397057131
945	0.3395385144
946	0.3393724148
947	0.3392572774
948	0.3390856062
949	0.3389726596
950	0.3388801453
951	0.338736877
952	0.3385342837
953	0.3384488859
954	0.3383298151
955	0.3382165385
956	0.3381319803
957	0.338025364
958	0.3378398143
959	0.3377150217
960	0.3376142173
961	0.3375245867
962	0.3373548912
963	0.3371529674
964	0.3370290995
965	0.3369329494
966	0.3367397211
967	0.336559482
968	0.3363826649
969	0.3362597934
970	0.3361254691
971	0.336008905
972	0.3358983485
973	0.3357290551
974	0.3355651952
975	0.3353728315
976	0.3352566263
977	0.3351296719
978	0.3349920313
979	0.3348557206
980	0.3346685285
981	0.3345351066
982	0.3344072967
983	0.3342628315
984	0.3341330932
985	0.3339612367
986	0.3338722543
987	0.3337360091
988	0.3336182728
989	0.3334930213
990	0.3334174035
991	0.3332761425
992	0.3331173827
993	0.3330676535
994	0.3329814209
995	0.3328598001
996	0.3327261745
997	0.3326449412
998	0.3325287162
999	0.3324238669
